,Doctorate Bachelor Awarded,Doctorate awarded to academic staff,Institutional income to academic staff,Students to academic staff ratio,Teaching reputation,Publications per staff,Research income to academic staff,Research reputation,Citations,Industry income to academic staff,International co-authorship,Proportion of international academic staff,Proportion of international students
Universidad del Norte,0.01,0.03,343566,19.5,1.2,2.2,12276,2.9,0.88,6134,52.5%,10.1%,2.2%
University of Antioquia,0.03,0.08,607601,21.2,3.3,1.8,151988,6.4,0.91,72064,43.9%,3.5%,0.5%
University of Pecs,0.41,0.43,404102,11.4,2.8,2.4,25152,4.1,1.18,3498,42.9%,1.7%,24.1%
Universidade Federal da Bahia,0.29,0.18,247371,17.5,2.9,1.8,53866,4.3,0.91,636,28%,3.3%,0.4%
University of Central Lancashire,0.02,0.07,261512,13.4,6.6,3,8301,5.3,1.32,702,45.8%,13.8%,20.2%
Worldwide: Top*,0.3,0.66,12144500,36.4,43.7,18.5,2383270,47.4,2.41,540588,82.5%,36.2%,37.3%
Worldwide: 75%,0.13,0.31,5175970,21.9,18.4,9,996252,20,1.54,219358,51%,15.5%,16.3%
Worldwide: Median,0.06,0.16,950805,16.2,5.5,5,171466,5.5,1.24,23999,37.6%,5.4%,6.7%
Worldwide: 25%,0.03,0.08,375473,12.2,1.5,2.7,35678,1.6,0.95,4197,27.1%,1.7%,2.2%
Worldwide: Bottom*,0,0,0,0.9,0,0.1,0,0,0.3,0,6.1%,0%,0%
